38,https://m.media-amazon.com/images/I/71+nAB0RuiL._AC_UL320_.jpg,Levi's
39,https://m.media-amazon.com/images/I/61-xs-Ox4aL._AC_UL320_.jpg,Adidas
40,https://m.media-amazon.com/images/I/81AnhS5B4gL._AC_UL320_.jpg,Amazon Brand - House & Shields
41,https://m.media-amazon.com/images/I/71-1GjUJnrL._AC_UL320_.jpg,Allen Solly
42,https://m.media-amazon.com/images/I/61dgq7A8gtL._AC_UL320_.jpg,ADRO
43,https://m.media-amazon.com/images/I/81AfDLPqDFL._AC_UL320_.jpg,United Colors of Benetton
44,https://m.media-amazon.com/images/I/81FDnrv4E8L._AC_UL320_.jpg,US Polo Association
45,https://m.media-amazon.com/images/I/71blvVahIDL._AC_UL320_.jpg,Puma
46,https://m.media-amazon.com/images/I/51h+EACSbmL._AC_UL320_.jpg,Amazon Brand - Symactive
47,https://m.media-amazon.com/images/I/813RU4PkmWL._AC_UL320_.jpg,Fort Collins
48,https://m.media-amazon.com/images/I/812UvXcoH-L._AC_UL320_.jpg,United Colors of Benetton
49,https://m.media-amazon.com/images/I/71bwDJbt6BL._AC_UL320_.jpg,Adidas
50,https://m.media-amazon.com/images/I/31kpxIkwUFL._AC_UL320_.jpg,Just rider
